fecha_hora,hora,p10,p50,p90,origen
2042-02-06 05:00:00,5,-0.01,47.50,146.82,fundamental
2042-02-06 06:00:00,6,0.00,50.29,159.17,fundamental
2042-02-06 07:00:00,7,1.98,67.75,173.09,fundamental
2042-02-06 08:00:00,8,3.42,71.85,173.28,fundamental
2042-02-06 09:00:00,9,0.55,57.14,160.99,fundamental
2042-02-06 10:00:00,10,-0.01,34.10,103.15,fundamental
2042-02-06 11:00:00,11,-0.50,4.49,39.14,fundamental
2042-02-06 12:00:00,12,-0.95,0.16,7.69,fundamental
2042-02-06 13:00:00,13,-1.17,0.00,5.08,fundamental
2042-02-06 14:00:00,14,-0.99,0.00,8.76,fundamental
2042-02-06 15:00:00,15,-0.33,1.35,28.39,fundamental
2042-02-06 16:00:00,16,-0.27,13.58,68.80,fundamental
2042-02-06 17:00:00,17,0.00,43.48,142.08,fundamental
2042-02-06 18:00:00,18,4.09,75.17,183.79,fundamental
2042-02-06 19:00:00,19,9.46,96.16,192.22,fundamental
2042-02-06 20:00:00,20,4.18,98.07,185.60,fundamental
2042-02-06 21:00:00,21,2.25,95.92,177.05,fundamental
2042-02-06 22:00:00,22,0.00,82.34,168.44,fundamental
2042-02-06 23:00:00,23,1.22,69.24,150.32,fundamental
2042-02-07 00:00:00,0,0.00,49.45,157.78,fundamental
2042-02-07 01:00:00,1,0.00,48.91,137.28,fundamental
2042-02-07 02:00:00,2,-0.01,46.97,134.27,fundamental
2042-02-07 03:00:00,3,0.00,47.29,139.55,fundamental
2042-02-07 04:00:00,4,-0.01,43.05,127.94,fundamental
2042-02-07 05:00:00,5,0.00,50.34,136.18,fundamental
2042-02-07 06:00:00,6,0.15,59.95,148.81,fundamental
2042-02-07 07:00:00,7,0.59,68.15,162.33,fundamental
2042-02-07 08:00:00,8,0.46,69.03,159.92,fundamental
2042-02-07 09:00:00,9,0.00,50.50,131.71,fundamental
2042-02-07 10:00:00,10,-0.05,15.48,73.23,fundamental
2042-02-07 11:00:00,11,-0.75,0.26,35.42,fundamental
2042-02-07 12:00:00,12,-2.01,0.00,6.49,fundamental
2042-02-07 13:00:00,13,-1.26,0.00,4.24,fundamental
2042-02-07 14:00:00,14,-0.97,0.00,4.11,fundamental
2042-02-07 15:00:00,15,-1.03,0.00,10.80,fundamental
2042-02-07 16:00:00,16,-0.01,6.20,46.84,fundamental
2042-02-07 17:00:00,17,0.00,29.77,100.54,fundamental
2042-02-07 18:00:00,18,0.00,48.46,137.98,fundamental
2042-02-07 19:00:00,19,4.39,59.95,162.96,fundamental
2042-02-07 20:00:00,20,5.87,60.19,165.25,fundamental
2042-02-07 21:00:00,21,4.61,58.98,168.39,fundamental
2042-02-07 22:00:00,22,2.07,37.56,133.62,fundamental
2042-02-07 23:00:00,23,-0.01,23.67,118.10,fundamental
2042-02-08 00:00:00,0,-0.01,7.53,101.19,fundamental
2042-02-08 01:00:00,1,-0.01,11.01,93.53,fundamental
2042-02-08 02:00:00,2,-0.25,6.82,78.00,fundamental
2042-02-08 03:00:00,3,-0.13,13.96,80.87,fundamental
2042-02-08 04:00:00,4,-0.58,14.14,74.02,fundamental
2042-02-08 05:00:00,5,-0.67,13.00,77.68,fundamental
2042-02-08 06:00:00,6,-0.51,19.12,77.88,fundamental
2042-02-08 07:00:00,7,-0.50,15.55,78.02,fundamental
2042-02-08 08:00:00,8,-0.54,9.52,67.03,fundamental
2042-02-08 09:00:00,9,-0.72,2.42,53.70,fundamental
2042-02-08 10:00:00,10,-0.62,0.59,31.77,fundamental
2042-02-08 11:00:00,11,-1.20,0.00,3.22,fundamental
2042-02-08 12:00:00,12,-1.81,0.00,1.31,fundamental
2042-02-08 13:00:00,13,-2.53,0.00,1.59,fundamental
2042-02-08 14:00:00,14,-2.00,0.00,2.76,fundamental
2042-02-08 15:00:00,15,-1.21,0.00,5.98,fundamental
2042-02-08 16:00:00,16,-1.05,0.09,27.25,fundamental
2042-02-08 17:00:00,17,-0.71,3.25,62.71,fundamental
2042-02-08 18:00:00,18,-0.60,7.48,114.10,fundamental
2042-02-08 19:00:00,19,-0.10,12.39,150.74,fundamental
2042-02-08 20:00:00,20,-0.01,27.93,159.17,fundamental
2042-02-08 21:00:00,21,-0.25,31.79,152.05,fundamental
2042-02-08 22:00:00,22,-0.01,29.66,145.78,fundamental
2042-02-08 23:00:00,23,-0.01,27.02,139.04,fundamental
2042-02-09 00:00:00,0,-0.21,17.22,124.82,fundamental
2042-02-09 01:00:00,1,-0.11,12.77,119.19,fundamental
2042-02-09 02:00:00,2,-0.04,10.15,110.18,fundamental
2042-02-09 03:00:00,3,-0.63,11.70,111.27,fundamental
2042-02-09 04:00:00,4,-0.60,16.54,105.49,fundamental
2042-02-09 05:00:00,5,-0.51,17.15,103.62,fundamental
2042-02-09 06:00:00,6,-0.01,14.78,113.52,fundamental
2042-02-09 07:00:00,7,-0.03,10.94,108.91,fundamental
2042-02-09 08:00:00,8,-0.01,15.01,103.45,fundamental
2042-02-09 09:00:00,9,-0.02,7.77,83.22,fundamental
2042-02-09 10:00:00,10,-0.45,1.64,50.58,fundamental
2042-02-09 11:00:00,11,-1.34,0.00,6.43,fundamental
2042-02-09 12:00:00,12,-1.48,0.00,2.16,fundamental
2042-02-09 13:00:00,13,-2.00,0.00,1.70,fundamental
2042-02-09 14:00:00,14,-1.01,0.00,1.97,fundamental
2042-02-09 15:00:00,15,-1.73,0.00,7.68,fundamental
2042-02-09 16:00:00,16,-1.12,0.00,31.33,fundamental
2042-02-09 17:00:00,17,-0.89,1.25,85.54,fundamental
2042-02-09 18:00:00,18,-0.07,7.77,130.30,fundamental
2042-02-09 19:00:00,19,-0.02,11.89,154.45,fundamental
2042-02-09 20:00:00,20,-0.37,10.53,160.38,fundamental
2042-02-09 21:00:00,21,-0.03,9.24,167.56,fundamental
2042-02-09 22:00:00,22,-0.54,2.31,142.82,fundamental
2042-02-09 23:00:00,23,-0.84,1.25,130.58,fundamental
2042-02-10 00:00:00,0,-0.51,5.67,160.01,fundamental
2042-02-10 01:00:00,1,-0.62,6.71,151.03,fundamental
2042-02-10 02:00:00,2,-1.00,5.30,158.74,fundamental
2042-02-10 03:00:00,3,-1.00,4.66,157.84,fundamental
2042-02-10 04:00:00,4,-1.00,3.94,147.14,fundamental
2042-02-10 05:00:00,5,-0.95,3.99,136.60,fundamental
2042-02-10 06:00:00,6,-0.30,5.72,147.56,fundamental
2042-02-10 07:00:00,7,-0.66,7.07,158.44,fundamental
2042-02-10 08:00:00,8,-0.14,6.34,156.57,fundamental
2042-02-10 09:00:00,9,-0.77,2.71,128.48,fundamental
2042-02-10 10:00:00,10,-1.02,0.63,77.09,fundamental
2042-02-10 11:00:00,11,-0.79,0.00,31.36,fundamental
2042-02-10 12:00:00,12,-1.35,0.00,8.12,fundamental
2042-02-10 13:00:00,13,-1.16,0.00,3.18,fundamental
2042-02-10 14:00:00,14,-1.02,0.00,3.04,fundamental
2042-02-10 15:00:00,15,-2.01,0.00,22.52,fundamental
2042-02-10 16:00:00,16,-1.01,0.79,63.08,fundamental
2042-02-10 17:00:00,17,-0.50,14.71,136.07,fundamental
2042-02-10 18:00:00,18,-0.01,54.95,179.78,fundamental
2042-02-10 19:00:00,19,-0.01,93.75,196.94,fundamental
2042-02-10 20:00:00,20,0.00,100.49,195.12,fundamental
2042-02-10 21:00:00,21,-0.01,87.75,214.70,fundamental
2042-02-10 22:00:00,22,0.00,72.50,193.32,fundamental
2042-02-10 23:00:00,23,-0.14,58.32,180.45,fundamental
2042-02-11 00:00:00,0,-0.01,54.70,152.79,fundamental
2042-02-11 01:00:00,1,-0.01,47.14,143.98,fundamental
2042-02-11 02:00:00,2,0.00,49.87,128.28,fundamental
2042-02-11 03:00:00,3,-0.01,51.17,121.19,fundamental
2042-02-11 04:00:00,4,-0.01,50.83,125.36,fundamental
2042-02-11 05:00:00,5,0.00,53.80,143.72,fundamental
2042-02-11 06:00:00,6,0.00,66.71,157.03,fundamental
2042-02-11 07:00:00,7,0.00,87.86,178.76,fundamental
2042-02-11 08:00:00,8,-0.01,83.06,175.76,fundamental
2042-02-11 09:00:00,9,0.00,56.29,151.56,fundamental
2042-02-11 10:00:00,10,-0.02,27.42,95.91,fundamental
2042-02-11 11:00:00,11,-0.92,2.03,37.53,fundamental
2042-02-11 12:00:00,12,-2.00,0.00,9.17,fundamental
2042-02-11 13:00:00,13,-0.87,0.00,4.10,fundamental
2042-02-11 14:00:00,14,-1.29,0.00,6.11,fundamental
2042-02-11 15:00:00,15,-1.13,0.00,22.62,fundamental
2042-02-11 16:00:00,16,-0.04,18.28,63.60,fundamental
2042-02-11 17:00:00,17,0.00,61.15,141.59,fundamental
2042-02-11 18:00:00,18,0.00,99.53,201.59,fundamental
2042-02-11 19:00:00,19,0.14,114.78,233.27,fundamental
2042-02-11 20:00:00,20,0.00,115.40,229.61,fundamental
2042-02-11 21:00:00,21,0.16,109.78,208.58,fundamental
2042-02-11 22:00:00,22,0.00,101.33,191.08,fundamental
2042-02-11 23:00:00,23,0.00,94.43,180.83,fundamental
2042-02-12 00:00:00,0,-0.01,49.77,154.06,fundamental
2042-02-12 01:00:00,1,0.00,39.49,147.29,fundamental
2042-02-12 02:00:00,2,-0.05,41.12,137.26,fundamental
2042-02-12 03:00:00,3,-0.02,42.86,124.07,fundamental
2042-02-12 04:00:00,4,-0.03,40.87,119.99,fundamental
2042-02-12 05:00:00,5,-0.43,43.68,123.73,fundamental
2042-02-12 06:00:00,6,-0.01,60.51,141.41,fundamental
2042-02-12 07:00:00,7,0.00,72.03,160.07,fundamental
2042-02-12 08:00:00,8,-0.01,64.55,153.19,fundamental
2042-02-12 09:00:00,9,-0.01,49.52,130.33,fundamental
2042-02-12 10:00:00,10,-0.56,21.15,78.64,fundamental
2042-02-12 11:00:00,11,-1.00,0.00,33.15,fundamental
2042-02-12 12:00:00,12,-1.53,0.00,4.95,fundamental
2042-02-12 13:00:00,13,-0.72,0.00,2.87,fundamental
2042-02-12 14:00:00,14,-1.01,0.00,6.62,fundamental
2042-02-12 15:00:00,15,-1.22,0.00,21.66,fundamental
2042-02-12 16:00:00,16,-0.31,8.17,58.83,fundamental
2042-02-12 17:00:00,17,-0.01,38.07,124.01,fundamental
2042-02-12 18:00:00,18,0.00,61.22,167.17,fundamental
2042-02-12 19:00:00,19,0.14,95.12,188.51,fundamental
2042-02-12 20:00:00,20,1.73,102.46,192.06,fundamental
2042-02-12 21:00:00,21,1.88,99.29,193.60,fundamental
2042-02-12 22:00:00,22,4.78,91.51,184.03,fundamental
2042-02-12 23:00:00,23,6.95,73.15,168.28,fundamental
2042-02-13 00:00:00,0,8.59,79.29,149.70,fundamental
2042-02-13 01:00:00,1,9.41,75.07,136.94,fundamental
2042-02-13 02:00:00,2,5.64,73.32,136.44,fundamental
2042-02-13 03:00:00,3,7.58,68.95,135.16,fundamental
2042-02-13 04:00:00,4,4.90,72.34,131.70,fundamental
2042-02-13 05:00:00,5,2.72,75.37,135.96,fundamental
2042-02-13 06:00:00,6,2.06,100.53,170.65,fundamental
2042-02-13 07:00:00,7,1.28,118.94,191.53,fundamental
2042-02-13 08:00:00,8,0.00,110.47,186.69,fundamental
2042-02-13 09:00:00,9,0.00,95.67,170.93,fundamental
2042-02-13 10:00:00,10,0.00,47.89,90.12,fundamental
2042-02-13 11:00:00,11,-0.11,9.11,35.02,fundamental
2042-02-13 12:00:00,12,-0.83,0.00,6.73,fundamental
2042-02-13 13:00:00,13,-1.29,0.00,3.27,fundamental
2042-02-13 14:00:00,14,-0.92,0.00,6.03,fundamental
2042-02-13 15:00:00,15,-0.73,1.72,24.41,fundamental
2042-02-13 16:00:00,16,0.00,17.49,72.10,fundamental
2042-02-13 17:00:00,17,-0.00,60.14,154.94,fundamental
2042-02-13 18:00:00,18,0.00,96.75,215.03,fundamental
2042-02-13 19:00:00,19,0.41,115.83,234.66,fundamental
2042-02-13 20:00:00,20,1.26,116.19,227.25,fundamental
2042-02-13 21:00:00,21,1.76,109.67,218.07,fundamental
2042-02-13 22:00:00,22,0.93,97.25,194.38,fundamental
2042-02-13 23:00:00,23,0.00,87.02,187.59,fundamental
2042-02-14 00:00:00,0,-0.01,64.65,159.80,fundamental
2042-02-14 01:00:00,1,-0.01,50.29,156.45,fundamental
2042-02-14 02:00:00,2,0.00,43.26,145.93,fundamental
2042-02-14 03:00:00,3,-0.01,46.54,143.31,fundamental
2042-02-14 04:00:00,4,-0.00,49.83,133.18,fundamental
2042-02-14 05:00:00,5,-0.00,52.42,147.94,fundamental
2042-02-14 06:00:00,6,0.00,65.85,160.30,fundamental
2042-02-14 07:00:00,7,0.00,79.01,175.95,fundamental
2042-02-14 08:00:00,8,0.00,73.86,161.36,fundamental
2042-02-14 09:00:00,9,0.00,43.15,121.88,fundamental
2042-02-14 10:00:00,10,-0.06,5.58,56.13,fundamental
2042-02-14 11:00:00,11,-0.64,0.80,9.05,fundamental
2042-02-14 12:00:00,12,-1.00,0.00,2.41,fundamental
2042-02-14 13:00:00,13,-2.10,0.00,1.60,fundamental
2042-02-14 14:00:00,14,-1.76,0.00,2.07,fundamental
2042-02-14 15:00:00,15,-0.99,0.00,6.75,fundamental
2042-02-14 16:00:00,16,-0.14,4.96,42.68,fundamental
2042-02-14 17:00:00,17,-0.05,43.51,107.47,fundamental
2042-02-14 18:00:00,18,0.00,71.31,168.96,fundamental
2042-02-14 19:00:00,19,1.21,89.73,199.45,fundamental
2042-02-14 20:00:00,20,1.14,101.81,192.18,fundamental
2042-02-14 21:00:00,21,1.53,96.81,172.97,fundamental
2042-02-14 22:00:00,22,1.21,78.98,157.80,fundamental
2042-02-14 23:00:00,23,0.59,57.72,127.98,fundamental
2042-02-15 00:00:00,0,0.23,60.52,131.13,fundamental
2042-02-15 01:00:00,1,0.00,49.58,116.79,fundamental
2042-02-15 02:00:00,2,-0.01,46.22,115.00,fundamental
2042-02-15 03:00:00,3,0.00,43.36,101.79,fundamental
2042-02-15 04:00:00,4,0.00,44.27,102.91,fundamental
2042-02-15 05:00:00,5,0.00,43.38,95.55,fundamental
2042-02-15 06:00:00,6,2.47,49.92,100.64,fundamental
2042-02-15 07:00:00,7,0.29,47.70,89.64,fundamental
2042-02-15 08:00:00,8,0.21,35.91,71.05,fundamental
2042-02-15 09:00:00,9,-0.01,21.03,47.82,fundamental
2042-02-15 10:00:00,10,-0.50,2.75,14.73,fundamental
2042-02-15 11:00:00,11,-1.87,0.00,2.22,fundamental
2042-02-15 12:00:00,12,-1.53,0.00,1.50,fundamental
2042-02-15 13:00:00,13,-1.14,0.00,1.35,fundamental
2042-02-15 14:00:00,14,-2.12,0.00,1.62,fundamental
2042-02-15 15:00:00,15,-1.20,0.00,2.67,fundamental
2042-02-15 16:00:00,16,-0.98,1.11,27.05,fundamental
2042-02-15 17:00:00,17,-0.01,17.63,67.05,fundamental
2042-02-15 18:00:00,18,0.13,53.41,125.61,fundamental
2042-02-15 19:00:00,19,2.10,69.70,161.21,fundamental
2042-02-15 20:00:00,20,2.99,81.51,166.60,fundamental
2042-02-15 21:00:00,21,5.98,74.78,165.79,fundamental
2042-02-15 22:00:00,22,1.60,66.20,148.93,fundamental
2042-02-15 23:00:00,23,0.00,63.48,143.00,fundamental
2042-02-16 00:00:00,0,-0.00,58.25,140.32,fundamental
2042-02-16 01:00:00,1,0.00,54.78,132.09,fundamental
2042-02-16 02:00:00,2,0.80,52.00,123.99,fundamental
2042-02-16 03:00:00,3,0.00,50.76,119.75,fundamental
2042-02-16 04:00:00,4,-0.01,45.92,120.25,fundamental
2042-02-16 05:00:00,5,0.00,45.98,114.54,fundamental
2042-02-16 06:00:00,6,0.00,47.67,118.78,fundamental
2042-02-16 07:00:00,7,0.00,44.01,105.51,fundamental
2042-02-16 08:00:00,8,0.11,39.55,80.36,fundamental
2042-02-16 09:00:00,9,-0.01,25.50,58.67,fundamental
2042-02-16 10:00:00,10,-0.06,5.66,27.93,fundamental
2042-02-16 11:00:00,11,-1.02,0.00,3.57,fundamental
2042-02-16 12:00:00,12,-1.57,0.00,1.55,fundamental
2042-02-16 13:00:00,13,-1.59,0.00,1.41,fundamental
2042-02-16 14:00:00,14,-1.00,0.00,1.73,fundamental
2042-02-16 15:00:00,15,-2.01,0.00,2.51,fundamental
2042-02-16 16:00:00,16,-0.60,2.97,25.70,fundamental
2042-02-16 17:00:00,17,0.00,32.06,87.44,fundamental
2042-02-16 18:00:00,18,0.00,73.37,165.42,fundamental
2042-02-16 19:00:00,19,1.49,97.88,196.47,fundamental
2042-02-16 20:00:00,20,1.83,100.09,202.56,fundamental
2042-02-16 21:00:00,21,0.92,97.42,194.02,fundamental
2042-02-16 22:00:00,22,1.99,90.87,171.05,fundamental
2042-02-16 23:00:00,23,1.70,78.99,168.76,fundamental
2042-02-17 00:00:00,0,2.38,79.34,167.55,fundamental
2042-02-17 01:00:00,1,2.54,74.72,163.73,fundamental
2042-02-17 02:00:00,2,1.36,67.26,150.44,fundamental
2042-02-17 03:00:00,3,4.26,63.57,146.39,fundamental
2042-02-17 04:00:00,4,5.09,59.01,142.60,fundamental
2042-02-17 05:00:00,5,6.66,61.50,148.47,fundamental
2042-02-17 06:00:00,6,13.66,80.33,174.54,fundamental
2042-02-17 07:00:00,7,16.04,100.22,194.22,fundamental
2042-02-17 08:00:00,8,14.33,103.80,192.97,fundamental
2042-02-17 09:00:00,9,14.56,82.21,157.92,fundamental
2042-02-17 10:00:00,10,6.34,40.74,77.86,fundamental
2042-02-17 11:00:00,11,-0.37,3.18,23.08,fundamental
2042-02-17 12:00:00,12,-0.87,0.00,4.41,fundamental
2042-02-17 13:00:00,13,-1.00,0.15,2.92,fundamental
2042-02-17 14:00:00,14,-1.87,0.00,3.69,fundamental
2042-02-17 15:00:00,15,-0.67,1.95,18.71,fundamental
2042-02-17 16:00:00,16,0.00,26.95,58.71,fundamental
2042-02-17 17:00:00,17,10.63,79.17,144.51,fundamental
2042-02-17 18:00:00,18,22.75,123.26,218.70,fundamental
2042-02-17 19:00:00,19,22.00,130.83,237.62,fundamental
2042-02-17 20:00:00,20,20.68,127.35,221.45,fundamental
2042-02-17 21:00:00,21,17.73,125.05,219.47,fundamental
2042-02-17 22:00:00,22,14.34,116.31,194.63,fundamental
2042-02-17 23:00:00,23,14.59,105.12,170.55,fundamental
2042-02-18 00:00:00,0,18.69,101.86,164.68,fundamental
2042-02-18 01:00:00,1,16.82,93.72,153.18,fundamental
2042-02-18 02:00:00,2,18.06,88.01,161.36,fundamental
2042-02-18 03:00:00,3,16.82,84.33,149.46,fundamental
2042-02-18 04:00:00,4,19.95,83.73,155.79,fundamental
2042-02-18 05:00:00,5,14.17,89.95,166.34,fundamental
2042-02-18 06:00:00,6,20.76,111.40,190.57,fundamental
2042-02-18 07:00:00,7,27.78,121.87,190.93,fundamental
2042-02-18 08:00:00,8,20.64,112.24,170.54,fundamental
2042-02-18 09:00:00,9,20.37,76.93,146.07,fundamental
2042-02-18 10:00:00,10,0.00,30.56,74.31,fundamental
2042-02-18 11:00:00,11,-1.00,1.53,20.42,fundamental
2042-02-18 12:00:00,12,-1.00,0.00,3.19,fundamental
2042-02-18 13:00:00,13,-2.01,0.00,1.64,fundamental
2042-02-18 14:00:00,14,-1.21,0.00,1.92,fundamental
2042-02-18 15:00:00,15,-1.83,0.00,4.71,fundamental
2042-02-18 16:00:00,16,-0.18,10.62,48.65,fundamental
2042-02-18 17:00:00,17,-0.01,56.62,106.72,fundamental
2042-02-18 18:00:00,18,0.00,101.23,189.67,fundamental
2042-02-18 19:00:00,19,0.00,121.33,224.46,fundamental
2042-02-18 20:00:00,20,0.00,114.70,212.80,fundamental
2042-02-18 21:00:00,21,-0.01,116.59,228.44,fundamental
2042-02-18 22:00:00,22,0.00,109.79,211.29,fundamental
2042-02-18 23:00:00,23,0.00,97.32,176.38,fundamental
2042-02-19 00:00:00,0,-0.01,78.72,163.33,fundamental
2042-02-19 01:00:00,1,-0.01,68.08,158.13,fundamental
2042-02-19 02:00:00,2,-0.01,61.54,155.34,fundamental
2042-02-19 03:00:00,3,-0.01,55.94,141.68,fundamental
2042-02-19 04:00:00,4,-0.01,51.57,148.41,fundamental
2042-02-19 05:00:00,5,-0.01,50.98,162.49,fundamental
2042-02-19 06:00:00,6,-0.01,63.41,173.67,fundamental
2042-02-19 07:00:00,7,0.00,68.87,192.93,fundamental
2042-02-19 08:00:00,8,0.00,56.39,176.44,fundamental
2042-02-19 09:00:00,9,0.00,38.56,130.29,fundamental
2042-02-19 10:00:00,10,-0.72,5.89,64.31,fundamental
2042-02-19 11:00:00,11,-0.99,0.30,16.54,fundamental
2042-02-19 12:00:00,12,-1.19,0.00,3.22,fundamental
2042-02-19 13:00:00,13,-1.54,0.00,1.70,fundamental
2042-02-19 14:00:00,14,-1.10,0.00,2.11,fundamental
2042-02-19 15:00:00,15,-1.50,0.00,10.12,fundamental
2042-02-19 16:00:00,16,-0.62,5.06,48.56,fundamental
2042-02-19 17:00:00,17,0.00,34.65,128.50,fundamental
2042-02-19 18:00:00,18,10.75,77.69,200.84,fundamental
2042-02-19 19:00:00,19,13.24,106.19,224.32,fundamental
2042-02-19 20:00:00,20,20.97,107.58,220.46,fundamental
2042-02-19 21:00:00,21,26.43,103.82,213.72,fundamental
2042-02-19 22:00:00,22,17.68,90.18,202.07,fundamental
2042-02-19 23:00:00,23,16.44,79.01,182.61,fundamental
2042-02-20 00:00:00,0,11.66,81.29,156.92,fundamental
2042-02-20 01:00:00,1,11.00,67.17,145.87,fundamental
2042-02-20 02:00:00,2,9.54,64.69,134.79,fundamental
2042-02-20 03:00:00,3,4.10,63.63,142.51,fundamental
2042-02-20 04:00:00,4,7.53,65.72,152.71,fundamental
2042-02-20 05:00:00,5,5.04,76.36,155.84,fundamental
2042-02-20 06:00:00,6,9.40,97.36,171.17,fundamental
2042-02-20 07:00:00,7,11.40,116.49,188.13,fundamental
2042-02-20 08:00:00,8,11.36,109.64,197.75,fundamental
2042-02-20 09:00:00,9,2.04,79.85,158.60,fundamental
2042-02-20 10:00:00,10,0.00,34.41,72.23,fundamental
2042-02-20 11:00:00,11,-0.83,1.20,14.46,fundamental
2042-02-20 12:00:00,12,-0.87,0.00,2.90,fundamental
2042-02-20 13:00:00,13,-1.21,0.00,1.89,fundamental
2042-02-20 14:00:00,14,-2.06,0.00,2.35,fundamental
2042-02-20 15:00:00,15,-0.14,0.36,5.27,fundamental
2042-02-20 16:00:00,16,-0.06,15.26,35.59,fundamental
2042-02-20 17:00:00,17,2.21,59.21,103.32,fundamental
2042-02-20 18:00:00,18,11.93,109.48,188.56,fundamental
2042-02-20 19:00:00,19,18.58,128.21,236.04,fundamental
2042-02-20 20:00:00,20,24.04,131.15,232.17,fundamental
2042-02-20 21:00:00,21,18.90,130.70,231.96,fundamental
2042-02-20 22:00:00,22,13.24,119.89,217.91,fundamental
2042-02-20 23:00:00,23,12.67,105.87,205.60,fundamental
2042-02-21 00:00:00,0,9.65,93.17,175.26,fundamental
2042-02-21 01:00:00,1,7.60,83.51,152.22,fundamental
2042-02-21 02:00:00,2,5.04,78.11,155.38,fundamental
2042-02-21 03:00:00,3,4.08,74.89,150.57,fundamental
2042-02-21 04:00:00,4,0.00,72.11,138.91,fundamental
2042-02-21 05:00:00,5,3.50,77.28,151.27,fundamental
2042-02-21 06:00:00,6,11.40,95.60,160.38,fundamental
2042-02-21 07:00:00,7,13.01,101.18,172.29,fundamental
2042-02-21 08:00:00,8,12.77,93.72,156.80,fundamental
2042-02-21 09:00:00,9,10.74,68.87,140.50,fundamental
2042-02-21 10:00:00,10,0.00,32.00,69.90,fundamental
2042-02-21 11:00:00,11,-0.99,2.78,22.48,fundamental
2042-02-21 12:00:00,12,-1.10,0.00,2.92,fundamental
2042-02-21 13:00:00,13,-1.57,0.00,1.85,fundamental
2042-02-21 14:00:00,14,-1.16,0.00,2.51,fundamental
2042-02-21 15:00:00,15,-1.20,0.08,8.08,fundamental
2042-02-21 16:00:00,16,-0.06,10.51,49.02,fundamental
2042-02-21 17:00:00,17,6.67,52.07,112.80,fundamental
2042-02-21 18:00:00,18,12.65,93.00,159.36,fundamental
2042-02-21 19:00:00,19,14.68,108.05,196.98,fundamental
2042-02-21 20:00:00,20,14.28,118.61,202.48,fundamental
2042-02-21 21:00:00,21,13.24,112.76,199.59,fundamental
2042-02-21 22:00:00,22,13.24,89.36,189.26,fundamental
2042-02-21 23:00:00,23,12.59,76.01,177.00,fundamental
2042-02-22 00:00:00,0,5.12,65.30,181.79,fundamental
2042-02-22 01:00:00,1,7.60,61.35,176.53,fundamental
2042-02-22 02:00:00,2,5.78,56.49,153.31,fundamental
2042-02-22 03:00:00,3,5.72,54.26,168.56,fundamental
2042-02-22 04:00:00,4,5.00,56.29,164.36,fundamental
2042-02-22 05:00:00,5,5.34,60.37,147.54,fundamental
2042-02-22 06:00:00,6,6.56,64.16,141.73,fundamental
2042-02-22 07:00:00,7,8.72,64.35,149.68,fundamental
2042-02-22 08:00:00,8,4.38,51.03,113.01,fundamental
2042-02-22 09:00:00,9,0.00,34.69,76.22,fundamental
2042-02-22 10:00:00,10,-0.29,5.65,38.45,fundamental
2042-02-22 11:00:00,11,-1.33,0.00,5.36,fundamental
2042-02-22 12:00:00,12,-2.10,0.00,1.68,fundamental
2042-02-22 13:00:00,13,-2.00,0.00,1.22,fundamental
2042-02-22 14:00:00,14,-2.10,0.00,1.61,fundamental
2042-02-22 15:00:00,15,-1.23,0.00,2.82,fundamental
2042-02-22 16:00:00,16,-0.87,2.16,24.70,fundamental
2042-02-22 17:00:00,17,-0.01,34.63,84.51,fundamental
2042-02-22 18:00:00,18,0.00,83.20,151.41,fundamental
2042-02-22 19:00:00,19,0.10,115.26,191.82,fundamental
2042-02-22 20:00:00,20,0.00,114.97,201.77,fundamental
2042-02-22 21:00:00,21,0.00,117.09,211.99,fundamental
2042-02-22 22:00:00,22,0.00,116.04,228.36,fundamental
2042-02-22 23:00:00,23,0.00,105.81,195.26,fundamental
2042-02-23 00:00:00,0,0.45,104.82,209.68,fundamental
2042-02-23 01:00:00,1,0.00,99.78,187.79,fundamental
2042-02-23 02:00:00,2,0.00,96.66,193.17,fundamental
2042-02-23 03:00:00,3,0.00,90.51,184.44,fundamental
2042-02-23 04:00:00,4,0.00,86.96,177.67,fundamental
2042-02-23 05:00:00,5,1.09,92.55,172.34,fundamental
2042-02-23 06:00:00,6,0.88,94.74,175.13,fundamental
2042-02-23 07:00:00,7,1.24,90.41,156.88,fundamental
2042-02-23 08:00:00,8,1.31,69.34,130.64,fundamental
2042-02-23 09:00:00,9,0.00,43.05,79.72,fundamental
2042-02-23 10:00:00,10,-0.10,12.78,30.97,fundamental
2042-02-23 11:00:00,11,-2.00,0.00,3.44,fundamental
2042-02-23 12:00:00,12,-2.10,0.00,1.54,fundamental
2042-02-23 13:00:00,13,-2.10,0.00,1.34,fundamental
2042-02-23 14:00:00,14,-1.99,0.00,1.45,fundamental
2042-02-23 15:00:00,15,-1.02,0.00,1.99,fundamental
2042-02-23 16:00:00,16,-1.00,0.00,16.28,fundamental
2042-02-23 17:00:00,17,0.00,29.86,76.31,fundamental
2042-02-23 18:00:00,18,0.98,77.63,155.54,fundamental
2042-02-23 19:00:00,19,1.36,108.96,198.18,fundamental
2042-02-23 20:00:00,20,1.54,120.74,213.87,fundamental
2042-02-23 21:00:00,21,1.46,119.12,216.36,fundamental
2042-02-23 22:00:00,22,1.15,103.29,197.54,fundamental
2042-02-23 23:00:00,23,0.00,95.46,188.78,fundamental
2042-02-24 00:00:00,0,0.00,68.65,174.99,fundamental
2042-02-24 01:00:00,1,0.00,70.85,158.22,fundamental
2042-02-24 02:00:00,2,0.00,72.76,164.91,fundamental
